Last name;First name;ID;photoURL;group;position;country;party;telephone_1;telephone_2;email_1;address_brussels;address_strassbourg;tw_link;fb_link;ig_link;web_link;yt_link;li_link;D-ZA;D-MD;SEDE;ENVI;BUDG;D-CA;DNAT;AFET;SANT;D-BR;D-UA;CULT;D-RS;FISC;HOUS;DAFR;DCAB;DPAL;QUE;DSEE;ECON;REGI;DEVE;DMAG;DAND;CPDE;DACP;DSAS;PETI;D-AL;BCPR;D-IR;DCAR;CPCO;D-US;JURI;DASE;AFCO;D-CN;DEEA;D-MK;BURO;IMCO;DMED;ID;D-BY;D-AF;TRAN;D-IL;D-RU;EUDS;D-ME;FEMM;CONT;DKOR;DLAT;LIBE;D-IN;DMER;D-UK;D-JP;DROI;DARP;D-MX;PE;PECH;AGRI;ITRE;D-IQ;DPAP;DANZ;DPAC;DMAS;DEPA;DCAM;DCAS;DSCA;EMPL;D-TR;D-CL;INTA;find_me_URL
NIINISTÖ;Ville;197802;https://www.europarl.europa.eu/mepphoto/197802.jpg;Group of the Greens/European Free Alliance;Member;Finland;Vihreä liitto;0032 2 28 45256;0033 3 88 1 75256;ville.niinisto@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 05F255, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G05049, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://www.twitter.com/villeniinisto;https://www.facebook.com/niinistoville;https://www.instagram.com/villeniinisto;https://www.villeniinisto.fi;;;;;Substitute;;;;Substitute;Substitute;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;Substitute;;;;;;;;197802;;;;;Chair;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/197802
NIKOLAOU-ALAVANOS;Lefteris;197734;https://www.europarl.europa.eu/mepphoto/197734.jpg;Non-attached Members;Member;Greece;Communist Party of Greece;0032 2 28 45603;0033 3 88 1 75603;lefteris.nikolaou@europarl.europa.eu;Parlement européen, Bât. STEFAN ZWEIG, 03K085, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M01026, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;;;;;;;Member;;Substitute;;Member;;;Substitute;;;;;;Substitute;;Member;;;;;;;;;;;;;;;;197734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/197734
NIKOLIC;Aleksandar;256883;https://www.europarl.europa.eu/mepphoto/256883.jpg;Patriots for Europe Group;Member;France;Rassemblement national;0032 2 28 45422;0033 3 88 1 75422;aleksandar.nikolic@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 06M083, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G07049, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/al_nikolic?s=21&t=1MZBMbr04kiT-InP3qDnGg;https://m.facebook.com/aleksandarnikolic28/;https://www.instagram.com/aleksandar_nikolic28?igsh=NmU2MXZnY3Iwand4;;;;;;;;;;;;Substitute;;;;Member;;;;;;;Member;;;;;;;;;;;;;;;;;;;Substitute;;;;;;256883;;Substitute;;;;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;Substitute;https://www.europarl.europa.eu/meps/en/256883
NÍ MHURCHÚ;Cynthia;257301;https://www.europarl.europa.eu/mepphoto/257301.jpg;Renew Europe Group;Member;Ireland;Fianna Fáil Party;0032 2 28 45561;0033 3 88 1 75561;cynthia.nimhurchu@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 10G103, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M02073, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/cynimhurchu?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor;https://www.facebook.com/cynthiaforeurope.ie/;https://www.instagram.com/cynthianimhurchu/?hl=en;;;;;;;;;Member;;;;;;;;;;Substitute;Substitute;;;;;;;;;;Substitute;;Substitute;;;Substitute;;;;;;;;;;;Member;;257301;;;Substitute;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/257301
NOICHL;Maria;124836;https://www.europarl.europa.eu/mepphoto/124836.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Germany;Sozialdemokratische Partei Deutschlands;0032 2 28 45157;0033 3 88 1 75157;maria.noichl@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 12G108, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T07045, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/MariaNoichl;https://www.facebook.com/noichl.eu;https://www.instagram.com/mnoichlmdep/?hl=de;http://maria-noichl.eu/;https://www.youtube.com/@marianoichl5004;;;;;Substitute;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;124836;;;;;;Substitute;;Member;;;;;;;;;Substitute;;;;;Member;;;;;;Substitute;;;;;;;;;https://www.europarl.europa.eu/meps/en/124836
NORDQVIST;Rasmus;257044;https://www.europarl.europa.eu/mepphoto/257044.jpg;Group of the Greens/European Free Alliance;Member;Denmark;Socialistisk Folkeparti;0032 2 28 45384;0033 3 88 1 75384;rasmus.nordqvist@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 05F374, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G05037, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;Member;Substitute;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;;;257044;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/257044
NOVAKOV;Andrey;107212;https://www.europarl.europa.eu/mepphoto/107212.jpg;Group of the European People's Party (Christian Democrats);Member;Bulgaria;Citizens for European Development of Bulgaria;0032 2 28 45710;0033 3 88 1 75710;andrey.novakov@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 08F243, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T09153, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/andreynovakov;https://www.facebook.com/andrey.novakov;https://www.instagram.com/novakov.a/;http://andreynovakov.eu/;;;;;Member;;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;Substitute;;;;;;107212;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/107212
NYKIEL;Mirosława;257049;https://www.europarl.europa.eu/mepphoto/257049.jpg;Group of the European People's Party (Christian Democrats);Member;Poland;Platforma Obywatelska;0032 2 28 45852;0033 3 88 1 75852;miroslawa.nykiel@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 13E101, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T10089, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/MiroslawaNykiel;;https://www.instagram.com/nykiel_miroslawa/;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;257049;;;;;;;;Member;;;;;;;;;;;Substitute;;;;Member;;;;;;;;;;;;Member;;https://www.europarl.europa.eu/meps/en/257049
OBAJTEK;Daniel;257058;https://www.europarl.europa.eu/mepphoto/257058.jpg;European Conservatives and Reformists Group;Member;Poland;Prawo i Sprawiedliwość;0032 2 28 45793;0033 3 88 1 75793;daniel.obajtek@europarl.europa.eu;Parlement européen, Bât. SOPHIE SCHOLL, 06U011, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M06077, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;;Substitute;;257058;;;;;;;;;;;;;;;;;;;;;;;Member;;;;;;;;Substitute;;;;;;https://www.europarl.europa.eu/meps/en/257058
ÓDOR;Ľudovít;257010;https://www.europarl.europa.eu/mepphoto/257010.jpg;Renew Europe Group;Member;Slovakia;Progresívne Slovensko;0032 2 28 45958;0033 3 88 1 75958;ludovit.odor@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 08G115, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M01092, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;;;;;;;Member;;;;;;;Vice-Chair;;;;;;;;;;;;;;;;;;;;;;;;257010;;;;;;;;;;;Member;;Member;Member;;;;;;;;;;;;;;;;;;;;;Substitute;;https://www.europarl.europa.eu/meps/en/257010
OETJEN;Jan-Christoph;197432;https://www.europarl.europa.eu/mepphoto/197432.jpg;Renew Europe Group;Member;Germany;Freie Demokratische Partei;0032 2 28 45640;0033 3 88 1 75640;jan-christoph.oetjen@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 09G201, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M02087, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/jcoetjen;https://www.facebook.com/Oetjen.Jan.Christoph/;;https://www.jcoetjen.de;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;Member;197432;;;Member;;;;;;;;;Substitute;;;;;Substitute;;;;;;;;;;;Substitute;;;;;;;;;https://www.europarl.europa.eu/meps/en/197432
OHISALO;Maria;198076;https://www.europarl.europa.eu/mepphoto/198076.jpg;Group of the Greens/European Free Alliance;Member;Finland;Vihreä liitto;0032 2 28 45386;0033 3 88 1 75386;maria.ohisalo@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 05F258, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G05047, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/mariaohisalo;https://www.facebook.com/OhisaloMaria;https://instagram.com/mariaohisalo;https://www.mariaohisalo.fi;;https://www.linkedin.com/in/mariaohisalo;;;;Substitute;;;;;;;;;;;Member;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;198076;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;Member;;;;https://www.europarl.europa.eu/meps/en/198076
OLIVEIRA;João;257083;https://www.europarl.europa.eu/mepphoto/257083.jpg;The Left group in the European Parliament - GUE/NGL;Member;Portugal;Partido Comunista Português;0032 2 28 45899;;joao.oliveira@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 07H146, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G02001, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;Member;;;;;;;;;;;Substitute;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;257083;;;;;;;;;;;Member;Substitute;;;;;;;;;;;Substitute;;;;;;;Substitute;;;Member;;;;https://www.europarl.europa.eu/meps/en/257083
OLIVIER;Philippe;197687;https://www.europarl.europa.eu/mepphoto/197687.jpg;Patriots for Europe Group;Member;France;Rassemblement national;0032 2 28 45638;0033 3 88 1 75638;philippe.olivier@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 05M035, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G07030, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;Member;;;;;;;;;;;;;;;;Substitute;;197687;;;Member;;;;;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/197687
OMARJEE;Younous;30482;https://www.europarl.europa.eu/mepphoto/30482.jpg;The Left group in the European Parliament - GUE/NGL;Member;France;La France Insoumise;0032 2 28 45643;0033 3 88 1 75643;younous.omarjee@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 04F358, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T12061, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/younousomarjee;https://www.facebook.com/younous.omarjee;https://www.instagram.com/younousomarjee;;;;;;;;Member;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;Substitute;;;Member;;;30482;;;;;;;;;Substitute;;;;Member;;;;;;;Vice-President;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/30482
ONDRUŠ;Branislav;257018;https://www.europarl.europa.eu/mepphoto/257018.jpg;Non-attached Members;Member;Slovakia;Hlas – sociálna demokracia;0032 2 28 45924;0033 3 88 1 75924;branislav.ondrus@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 03M059, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G03050, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;;;257018;Substitute;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;Member;;;Substitute;https://www.europarl.europa.eu/meps/en/257018
Ó RÍORDÁIN;Aodhán;257238;https://www.europarl.europa.eu/mepphoto/257238.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Ireland;Labour Party;0032 2 28 45699;0033 3 88 1 75699;aodhan.oriordain@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 15G116, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T08070, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;257238;;;;;;;;;;;;Substitute;;;Member;;Substitute;;;;;;;;;;;;;;;;Member;;;;https://www.europarl.europa.eu/meps/en/257238
ORLANDO;Leoluca;2152;https://www.europarl.europa.eu/mepphoto/2152.jpg;Group of the Greens/European Free Alliance;Member;Italy;Independent;0032 2 28 45397;0033 3 88 1 75397;leoluca.orlando@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 07F143, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G04043, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/leolucaorlando1?lang=en;https://www.facebook.com/leolucaorlandopalermo/;https://www.instagram.com/leolucaorlando/;;;;;;;;;;;Member;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;Member;2152;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;Vice-Chair;;;;;;Substitute;;;https://www.europarl.europa.eu/meps/en/2152
OZDOBA;Jacek;257086;https://www.europarl.europa.eu/mepphoto/257086.jpg;European Conservatives and Reformists Group;Member;Poland;Prawo i Sprawiedliwość;0032 2 28 45803;0033 3 88 1 75803;jacek.ozdoba@europarl.europa.eu;Parlement européen, Bât. SOPHIE SCHOLL, 05U036, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M06102, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;257086;;;;;;;;;;;;Substitute;;;;;;Member;;;;;;;;;Substitute;;;;;;;;;;https://www.europarl.europa.eu/meps/en/257086
PAET;Urmas;129073;https://www.europarl.europa.eu/mepphoto/129073.jpg;Renew Europe Group;Member of the Bureau;Estonia;Eesti Reformierakond;0032 2 28 45930;0033 3 88 1 75930;urmas.paet@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 09G210, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M01069, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/urmaspaet;https://www.facebook.com/urmaspaet1/;;http://urmaspaet.eu/;;;;;Substitute;;;;;Vice-Chair;;Member;;;;;;;;;;;;;;;Substitute;;;;;;;;Substitute;;;;Substitute;;Member;;;;;;129073;;;Substitute;;;;;;;;Member;;;;;;Member;;Substitute;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/129073
PAJÍN;Leire;256993;https://www.europarl.europa.eu/mepphoto/256993.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Spain;Partido Socialista Obrero Español;0032 2 28 45957;0033 3 88 1 75957;leire.pajiniraola@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 14G342, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T07013, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;Substitute;;;;;Substitute;Substitute;;;;;;;;;;;;;Member;;Member;;;;;;;;;;;Substitute;;;;;;;;;256993;;;;;;;;;;;Vice-Chair;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256993
PALMISANO;Valentina;257135;https://www.europarl.europa.eu/mepphoto/257135.jpg;The Left group in the European Parliament - GUE/NGL;Member;Italy;Movimento 5 Stelle;0032 2 28 45900;0033 3 88 1 75900;valentina.palmisano@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 01H262, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G02008, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;https://www.facebook.com/ValentinaPalmisanoM5S;https://www.instagram.com/valentina_palmisano_?igsh=MWlpc3ZuZ3J2N3F3cA==;;;;;;;Substitute;;;;;Member;;;;;;;;;;;;;Member;;;;;;;Member;;;;;;;;;;;;;;;;257135;;;;;;;;;;;;;Member;;;;;Member;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/257135
PANAYIOTOU;Fidias;256989;https://www.europarl.europa.eu/mepphoto/256989.jpg;Non-attached Members;Member;Cyprus;Independent;0032 2 28 45872;0033 3 88 1 75872;fidias.panayiotou@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 03F266, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G00003, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;;;;;;;Substitute;;;;;;;;;;Substitute;;;;;;256989;Substitute;;;;;Member;;;;;;;;;;;;Member;;;;;;;Substitute;;;;Member;;;;;;;;https://www.europarl.europa.eu/meps/en/256989
PAPADAKIS;Kostas;125093;https://www.europarl.europa.eu/mepphoto/125093.jpg;Non-attached Members;Member;Greece;Communist Party of Greece;0032 2 28 45494;0033 3 88 1 75494;kostas.papadakis@europarl.europa.eu;Parlement européen, Bât. STEFAN ZWEIG, 03K083, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M01024, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;Member;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;125093;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;;https://www.europarl.europa.eu/meps/en/125093
PAPANDREOU;Nikos;244571;https://www.europarl.europa.eu/mepphoto/244571.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Greece;PASOK-KINAL;0032 2 28 45340;0033 3 88 1 75340;nikos.papandreou@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 14G202, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T05058, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;https://www.facebook.com/Nikos.A.Papandreou;;https://yale.academia.edu/NickPapandreou;;;;;;;;;;;Member;;;Substitute;;;;;;;;;Member;;;;;;;;;;;;;;Member;;;;;;;;;Member;244571;;;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;https://www.europarl.europa.eu/meps/en/244571
PAPPAS;Nikos;256952;https://www.europarl.europa.eu/mepphoto/256952.jpg;The Left group in the European Parliament - GUE/NGL;Member;Greece;Coalition of the Radical Left;0032 2 28 45902;0033 3 88 1 75902;nikolaos.pappas@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 08H340, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G01016, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;Substitute;;;;;;Member;;;;;;;;;;256952;;;;;;;;;;;;;;;;;;Substitute;;;;;Member;;;;;;;;;;;Substitute;;;https://www.europarl.europa.eu/meps/en/256952
PASCUAL DE LA PARTE;Nicolás;257040;https://www.europarl.europa.eu/mepphoto/257040.jpg;Group of the European People's Party (Christian Democrats);Member;Spain;Partido Popular;0032 2 28 45876;0033 3 88 1 75876;nicolas.pascualdelaparte@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 09E240, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T10014, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/MEPNicolas;;https://www.instagram.com/nicolaspascualdelaparte/;;;;;;Member;;;;;Substitute;;;;;;;;Substitute;;;;;;;;Substitute;;;Substitute;;;;;;;;;;;;;;;;;;257040;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;Substitute;https://www.europarl.europa.eu/meps/en/257040
PATRICIELLO;Aldo;36392;https://www.europarl.europa.eu/mepphoto/36392.jpg;Patriots for Europe Group;Member;Italy;Lega;0032 2 28 45418;0033 3 88 1 75418;aldo.patriciello@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 04M033, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T03040, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;https://www.instagram.com/aldopatriciello_official/;https://www.instagram.com/aldopatriciello_official/;;;;;;;Member;;;;;Substitute;;;;Substitute;;;;;;;;;Substitute;;;;;;;;Member;;;;;;;;;;;;;Substitute;;36392;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/36392
PAULUS;Jutta;197466;https://www.europarl.europa.eu/mepphoto/197466.jpg;Group of the Greens/European Free Alliance;Member;Germany;Bündnis 90/Die Grünen;0032 2 28 45645;0033 3 88 1 75645;jutta.paulus@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 04F164, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G04006, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/juttapaulusrlp;https://www.facebook.com/JuttaPaulusRLP/;https://www.instagram.com/jutta.paulus/;https://www.jutta-paulus.de/;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;197466;;;Substitute;;;;;;;;;;Member;;;Substitute;;;;;;;Substitute;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/197466
PEDRO;Ana Miguel;110673;https://www.europarl.europa.eu/mepphoto/110673.jpg;Group of the European People's Party (Christian Democrats);Member;Portugal;Partido do Centro Democrático Social-Partido Popular;0032 2 28 45881;0033 3 88 1 75881;anamiguel.pedro@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 08E101, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T09139, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/anampedro;;https://www.instagram.com/anamiguel.pedro/;;;;;;;;;;;Substitute;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;110673;;;;;;Substitute;;;;;;Member;;;;Member;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/110673
PEDULLA';Gaetano;257126;https://www.europarl.europa.eu/mepphoto/257126.jpg;The Left group in the European Parliament - GUE/NGL;Member;Italy;Movimento 5 Stelle;0032 2 28 45904;0033 3 88 1 75904;gaetano.pedulla@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 01H358, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G02009, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;Member;;;;Substitute;;257126;;;;;;;;;;;;Substitute;;;Substitute;;;;;;;;Substitute;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/257126
